name_clean,platform_clean,year_clean,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
shinseiki evangelion: koutetsu no girlfriend,sat,1998,Adventure,Sega,0.11,,,,
shinseiki evangelion: koutetsu no girlfriend 2nd portable,psp,2009,Adventure,CyberFront,0.01,,,,
shinseiki evangelion: koutetsu no girlfriend tokubetsu-hen portable,psp,2009,Adventure,CyberFront,0.01,,,,
shinseiki gpx cyber formula: road to the infinity 4,ps2,2007,Racing,Sunrise Interactive,0.02,,,,
ship simulator 2008,pc,2007,Simulation,Lighthouse Interactive,0.01,62.0,9.0,6.6,8.0
ship simulator extremes,pc,2010,Simulation,Paradox Interactive,0.05,49.0,5.0,6.2,27.0
shippuu mahou daisakusen: kingdom-grandprix,sat,1996,Shooter,Gaga,0.02,,,,
shirahana no ori: hiiro no kakera 4 - shiki no uta,psp,2013,Adventure,Idea Factory,0.01,,,,
shiratsuyu no kai,psp,2013,Adventure,Idea Factory,0.02,,,,
shiren the wanderer,wii,2008,Role-Playing,Sega,0.19,71.0,21.0,7.6,5.0
shiren the wanderer 4 - god's eye and the demon's navel,ds,2010,Role-Playing,Spike,0.13,,,,
shiren the wanderer 4 - god's eye and the demon's navel,psp,2012,Role-Playing,Spike,0.04,,,,
shiren the wanderer 5 plus: fortune tower and the dice of fate,psv,2015,Action,Aksys Games,0.05,,,,
shirogane no soleil: contract to the future - mirai e no keiyaku,ps2,2008,Adventure,Russel,0.01,,,,
shitsuji ga aruji o erabu toki,psv,2016,Adventure,Unknown,0.01,,,,
shockwave assault,ps,1995,Simulation,Electronic Arts,0.09,,,,
shonen jump's one piece: grand adventure,gc,2006,Fighting,Namco Bandai Games,0.04,,,,
shonen jump's one piece: grand adventure,ps2,2005,Fighting,Namco Bandai Games,0.02,,,,
shonen jump's one piece: grand battle,gc,2005,Fighting,Namco Bandai Games,0.06,,,,
shonen jump's one piece: grand battle,ps2,2005,Fighting,Atari,0.13,,,,
shonen jump's one piece: pirates carnival,gc,2005,Misc,Namco Bandai Games,0.08,,,,
shonen jump's shaman king: legacy of the spirits - soaring hawk/sprinting wolf,gba,2005,Action,Konami Digital Entertainment,0.06,,,,
shonen jump's shaman king: master of spirits,gba,2004,Role-Playing,Konami Digital Entertainment,0.14,,,,
shonen jump's shaman king: master of spirits 2,gba,2005,Role-Playing,Konami Digital Entertainment,0.02,,,,
shonen jump's yu-gi-oh! gx card almanac,ds,,Misc,Konami Digital Entertainment,0.02,,,,
shooter: starfighter sanvein,ps,2000,Shooter,Midas Interactive Entertainment,0.02,,,,
short track racing: trading paint,ps2,2009,Racing,THQ,0.05,,,tbd,
shorts,ds,,Platform,Unknown,0.01,,,tbd,
"shounen onmyouji: tsubasa yoima, ten e kaere",ps2,2007,Adventure,Kadokawa Shoten,0.02,,,,
shounen sunday x shounen magazine: nettou! dream nine,ds,2009,Sports,Konami Digital Entertainment,0.07,,,,
shovel knight,3ds,2015,Platform,Yacht Club Games,0.14,90.0,9.0,8.2,225.0
shovel knight,ps4,2015,Platform,Yacht Club Games,0.08,90.0,18.0,7.6,312.0
shovel knight,wiiu,2015,Platform,Yacht Club Games,0.1,88.0,24.0,8.3,280.0
showdown: legends of wrestling,ps2,2004,Fighting,Acclaim Entertainment,0.3,55.0,24.0,6.1,7.0
showdown: legends of wrestling,xb,2004,Fighting,Acclaim Entertainment,0.12,57.0,33.0,tbd,
showtime championship boxing,ds,2007,Fighting,Zoo Digital Publishing,0.06,33.0,4.0,tbd,
showtime championship boxing,wii,2007,Fighting,Zoo Digital Publishing,0.06,35.0,7.0,4.7,10.0
shox,ps2,2002,Racing,Electronic Arts,0.09,78.0,16.0,tbd,
shrek,xb,2001,Platform,TDK Mediactive,0.36,49.0,19.0,5.4,9.0
shrek / shark tale game boy advance video,gba,2006,Misc,Hasbro Interactive,0.02,,,,
shrek / shrek 2 2-in-1 gameboy advance video,gba,2007,Misc,,1.21,,,,
shrek 2,gc,2004,Platform,Activision,1.02,70.0,25.0,6.4,14.0
shrek 2,ps2,2004,Platform,Activision,1.86,71.0,32.0,8.5,24.0
shrek 2,xb,2004,Platform,Activision,0.55,72.0,31.0,8.4,5.0
shrek 2 and shark tale 2-in-1 pack,gba,2005,Misc,Activision,0.14,,,,
shrek 2: beg for mercy,gba,2004,Adventure,Activision,0.58,,,,
shrek extra large,gc,2002,Platform,TDK Mediactive,0.17,36.0,6.0,5.6,23.0
shrek smash n' crash racing,gc,2006,Racing,Activision,0.13,,,3.1,7.0
shrek smash n' crash racing,psp,2006,Racing,Activision,0.09,,,9.3,4.0
shrek super party,gc,2003,Misc,TDK Mediactive,0.05,40.0,6.0,7.3,7.0
shrek super party,ps2,2002,Misc,TDK Mediactive,0.29,30.0,4.0,5.1,17.0
shrek super party,xb,2002,Misc,TDK Mediactive,0.13,33.0,9.0,8,11.0
shrek superslam,ds,2005,Action,Activision,0.18,,,,
shrek superslam,gba,2005,Action,Activision,0.33,58.0,4.0,tbd,
shrek superslam,gc,2005,Action,Activision,0.22,70.0,11.0,7.8,6.0
shrek superslam,ps2,2005,Action,Activision,0.5,67.0,21.0,9,26.0
shrek superslam,xb,2005,Action,Activision,0.09,71.0,20.0,9.3,4.0
shrek swamp kart speedway,gba,2002,Racing,TDK Mediactive,0.3,27.0,5.0,8.9,19.0
shrek the third,ds,,Action,Activision,0.3,70.0,16.0,6.5,4.0
shrek the third,ps2,2007,Action,Activision,0.48,56.0,18.0,6.1,9.0
shrek the third,psp,2007,Action,Activision,0.31,57.0,8.0,tbd,
shrek the third,wii,2007,Action,Activision,0.28,57.0,28.0,6.7,7.0
shrek the third,x360,2007,Action,Activision,0.68,,,,
shrek's carnival craze party games,ds,2008,Misc,Activision,0.23,,,,
shrek's carnival craze party games,ps2,2008,Misc,Activision,0.07,,,,
shrek's carnival craze party games,wii,2008,Misc,Activision,0.31,,,,
shrek: forever after,ds,2010,Platform,Activision,0.3,,,,
shrek: forever after,ps3,2010,Platform,Activision,0.19,57.0,11.0,4.5,6.0
shrek: forever after,wii,2010,Platform,Activision,0.29,,,tbd,
shrek: forever after,x360,2010,Platform,Activision,0.11,62.0,22.0,6.2,9.0
shrek: hassle at the castle,gba,2002,Action,TDK Mediactive,0.66,71.0,7.0,7.4,5.0
shrek: ogres & dronkeys,ds,2007,Simulation,Activision,0.28,,,,
shrek: reekin' havoc,gba,2003,Platform,TDK Mediactive,0.21,57.0,11.0,tbd,
shugo chara! 3-tsu no tamagoto koisuru joker,ds,2008,Action,Konami Digital Entertainment,0.05,,,,
shugo chara! amunonijiro chara change,ds,2008,Action,Konami Digital Entertainment,0.03,,,,
shukufuku no campanella portable,psp,2010,Adventure,Kadokawa Shoten,0.04,,,,
shutsugeki! otometachi no senjou 2: ikusabana no kizuna,psp,2011,Strategy,System Soft,0.01,,,,
shutter island,pc,2009,Adventure,Merscom LLC,0.2,,,tbd,
sid meier's civilization iv,pc,2005,Strategy,Take-Two Interactive,0.16,94.0,50.0,8.3,909.0
sid meier's civilization revolution,ds,2008,Strategy,Take-Two Interactive,0.44,80.0,26.0,7.7,21.0
sid meier's civilization revolution,ps3,2008,Strategy,Take-Two Interactive,0.78,85.0,39.0,7.7,87.0
sid meier's civilization revolution,x360,2008,Strategy,Take-Two Interactive,0.83,84.0,55.0,7.8,171.0
sid meier's civilization revolution 2+,psv,2015,Strategy,Take-Two Interactive,0.02,,,,
sid meier's civilization v,pc,2010,Strategy,Take-Two Interactive,1.68,90.0,70.0,7.9,2280.0
sid meier's civilization vi,pc,2016,Strategy,Take-Two Interactive,0.25,88.0,81.0,7.3,684.0
sid meier's civilization: beyond earth,pc,2014,Strategy,Take-Two Interactive,0.36,81.0,78.0,5.5,1027.0
sid meier's pirates!,psp,2007,Strategy,Take-Two Interactive,0.2,,,,
sid meier's pirates!,wii,2010,Strategy,Take-Two Interactive,0.16,,,,
sid meier's pirates!,xb,2005,Strategy,Take-Two Interactive,0.14,,,,
sid meier's railroads!,pc,2006,Simulation,Take-Two Interactive,0.04,,,,
sidewinder max,ps2,2000,Simulation,Asmik Ace Entertainment,0.09,,,,
sigma harmonics,ds,2008,Role-Playing,Square Enix,0.07,,,,
sigma star saga,gba,2005,Role-Playing,Atari,0.05,68.0,34.0,8.2,6.0
silent bomber,ps,1999,Action,Virgin Interactive,0.02,,,,
silent hill,ps,1999,Action,Konami Digital Entertainment,1.6,86.0,17.0,9.2,326.0
silent hill 2,ps2,2001,Action,Konami Digital Entertainment,1.28,89.0,34.0,8.9,557.0
silent hill 2: restless dreams,xb,2001,Action,Konami Digital Entertainment,0.28,84.0,23.0,8.3,39.0
silent hill 3,ps2,2003,Action,Konami Digital Entertainment,0.71,85.0,41.0,8.8,315.0
silent hill 4: the room,ps2,2004,Action,Konami Digital Entertainment,0.51,76.0,54.0,7.8,191.0
silent hill 4: the room,xb,2004,Action,Konami Digital Entertainment,0.18,76.0,43.0,8.3,26.0
silent hill hd collection,ps3,2012,Action,Konami Digital Entertainment,0.32,70.0,33.0,4.8,136.0
silent hill hd collection,x360,2012,Action,Konami Digital Entertainment,0.19,69.0,17.0,5.6,98.0
silent hill: book of memories,psv,2012,Action,Konami Digital Entertainment,0.2,58.0,57.0,5.1,102.0
silent hill: downpour,ps3,2012,Action,Konami Digital Entertainment,0.46,64.0,41.0,6.9,262.0
silent hill: downpour,x360,2012,Action,Konami Digital Entertainment,0.32,68.0,38.0,7.3,269.0
silent hill: homecoming,ps3,,Action,Konami Digital Entertainment,0.38,71.0,41.0,6.9,143.0
silent hill: homecoming,x360,,Action,Konami Digital Entertainment,0.45,70.0,54.0,6.9,180.0
silent hill: origins,ps2,2008,Action,Konami Digital Entertainment,0.07,70.0,21.0,7.4,59.0
silent hill: origins,psp,2007,Action,Konami Digital Entertainment,0.52,78.0,40.0,7.8,107.0
silent hill: shattered memories,ps2,2010,Action,Konami Digital Entertainment,0.59,77.0,8.0,6.8,82.0
silent hill: shattered memories,psp,2010,Action,Konami Digital Entertainment,0.3,73.0,28.0,7.5,43.0
silent hill: shattered memories,wii,2009,Action,Konami Digital Entertainment,0.47,79.0,56.0,8,226.0
silent hunter 5: battle of the atlantic,pc,2010,Simulation,Ubisoft,0.25,62.0,26.0,3.5,104.0
silent hunter iii,pc,2005,Simulation,Ubisoft,0.08,90.0,23.0,7.9,95.0
silent hunter: wolves of the pacific,pc,2007,Simulation,Ubisoft,0.05,79.0,22.0,6.9,40.0
silent scope,gba,2002,Shooter,Konami Digital Entertainment,0.03,70.0,5.0,8,5.0
silent scope,ps2,2000,Shooter,Konami Digital Entertainment,0.38,63.0,23.0,tbd,
silent scope 2: dark silhouette,ps2,2001,Shooter,Konami Digital Entertainment,0.19,64.0,17.0,tbd,
silent scope 3,ps2,2002,Shooter,Konami Digital Entertainment,0.16,61.0,12.0,tbd,
silent scope complete,xb,2004,Shooter,Konami Digital Entertainment,0.1,69.0,25.0,7.4,5.0
silhouette mirage,ps,1998,Platform,ESP,0.05,69.0,8.0,7.5,4.0
silly bandz: play the craze,ds,2010,Puzzle,Deep Silver,0.11,,,,
silpheed: the lost planet,ps2,2000,Shooter,Swing! Entertainment,0.07,72.0,12.0,7.5,4.0
silverlicious,ds,2012,Action,GameMill Entertainment,0.03,,,tbd,
sim theme park,pc,1998,Strategy,Electronic Arts,2.08,,,8.3,14.0
sim theme park,ps,1999,Strategy,Electronic Arts,0.63,,,,
simanimals,ds,2009,Simulation,Electronic Arts,0.52,70.0,10.0,7.5,4.0
simanimals,wii,2009,Simulation,Electronic Arts,0.31,58.0,13.0,2.1,35.0
simanimals africa,ds,2009,Simulation,Electronic Arts,0.1,,,tbd,
simanimals africa,wii,2009,Simulation,Electronic Arts,0.12,53.0,7.0,tbd,
simcity,pc,1988,Simulation,Maxis,0.03,64.0,75.0,2.2,4572.0
simcity,snes,1991,Simulation,Nintendo,1.98,,,,
simcity (2013),pc,2013,Simulation,Electronic Arts,1.42,64.0,75.0,2.2,4572.0
simcity 2000,gba,2003,Simulation,Zoo Digital Publishing,0.11,62.0,9.0,7.8,11.0
simcity 2000,pc,1992,Simulation,Maxis,2.14,,,,
simcity 2000,ps,1996,Simulation,Maxis,1.22,,,,
simcity 2000,sat,1994,Simulation,Sega,0.28,,,,
simcity 2000,snes,1995,Simulation,THQ,0.49,,,,
simcity 4,pc,2003,Simulation,Electronic Arts,0.29,84.0,36.0,8.7,268.0
simcity 4: deluxe edition,pc,2003,Simulation,Electronic Arts,0.07,,,8.3,37.0
simcity creator,ds,2008,Simulation,Electronic Arts,0.34,69.0,16.0,7.3,8.0
simcity creator,wii,2008,Simulation,Electronic Arts,0.46,67.0,17.0,6.8,13.0
simcity creator (jp sales),ds,2008,Simulation,Electronic Arts,0.18,,,,
simcity ds,ds,2007,Simulation,Electronic Arts,0.6,69.0,27.0,6.3,18.0
simcity societies,pc,2007,Simulation,Electronic Arts,0.02,63.0,27.0,4.3,95.0
simearth: the living planet,snes,1991,Simulation,Imagineer,0.16,,,,
simple 1500 series vol. 1: the mahjong,ps,1998,Misc,D3Publisher,1.06,,,,
simple 1500 series vol. 73: the invaders ~space invaders 1500~,ps,2001,Shooter,D3Publisher,0.55,,,,
simple 2000 series vol. 105: the maid fuku to kikanjuu,ps2,2006,Action,D3Publisher,0.02,,,,
simple 2000 series vol. 120: the saigo no nippon tsuwamono,ps2,2007,Strategy,D3Publisher,0.01,,,,
"simple 2500 series portable!! vol. 12: the hohei 2: senyuu yo, sakini ike",psp,2009,Action,D3Publisher,0.02,,,,
simple ds series vol. 14: the jidousha kyoushuujo ds,ds,2007,Misc,D3Publisher,0.01,,,,
simple ds series vol. 15: the kanshikikan 2 - aratanaru 8-tsu no jiken wo touch seyo,ds,2007,Adventure,D3Publisher,0.04,,,,
simple ds series vol. 41: the bakudan shori-han,ds,2008,Action,D3Publisher,0.01,,,,
simple ds series vol. 42: the haioku byoutou,ds,2008,Adventure,D3Publisher,0.02,,,,
simple ds series vol. 8: the kanshikikan - kinkyuu shutsudou!! jiken genba wo touch seyo,ds,2006,Adventure,D3Publisher,0.03,,,,
simpsons wrestling,ps,2001,Fighting,Electronic Arts,1.51,,,,
sin and punishment,n64,2000,Shooter,Nintendo,0.13,,,,
sin and punishment: star successor,wii,2009,Shooter,Nintendo,0.42,,,,
sing party,wiiu,2012,Misc,Nintendo,0.27,60.0,21.0,5.4,18.0
sing4: the hits edition,wii,2011,Misc,Crave Entertainment,0.18,,,tbd,
singstar,ps2,2004,Misc,Sony Computer Entertainment,1.86,,,,
singstar,ps3,2007,Misc,Sony Computer Entertainment,1.13,82.0,48.0,5.9,15.0
singstar '80s,ps2,2005,Misc,Sony Computer Entertainment,1.3,78.0,22.0,8.3,6.0
singstar '90s,ps2,2007,Misc,Sony Computer Entertainment,0.87,73.0,29.0,tbd,
singstar abba,ps2,2008,Misc,Sony Computer Entertainment,1.36,64.0,11.0,tbd,
singstar abba,ps3,2008,Misc,Sony Computer Entertainment,0.93,70.0,26.0,5.5,4.0
singstar amped,ps2,2007,Misc,Sony Computer Entertainment,0.46,76.0,20.0,tbd,
singstar anthems,ps2,2006,Misc,Sony Computer Entertainment,0.89,,,,
singstar apres-ski party 2,ps3,2010,Misc,Sony Computer Entertainment,0.08,,,,
singstar chartbreaker,ps3,2009,Misc,Sony Computer Entertainment,0.03,,,,
singstar country,ps2,2008,Misc,Sony Computer Entertainment,0.28,75.0,13.0,tbd,
singstar dance,ps3,2010,Misc,Sony Computer Entertainment,0.52,65.0,21.0,3.9,8.0
singstar fussballhits,ps3,2010,Misc,Sony Computer Entertainment,0.03,,,,
singstar guitar,ps3,2010,Misc,Sony Computer Entertainment,0.09,,,,
singstar latino,ps2,2007,Misc,Sony Computer Entertainment,0.13,,,tbd,
singstar latino,ps3,2009,Misc,Sony Computer Entertainment,0.11,,,tbd,
singstar legends,ps2,2006,Misc,Sony Computer Entertainment,1.1,76.0,25.0,tbd,
singstar mallorca party,ps3,2009,Misc,Sony Computer Entertainment,0.05,,,,
singstar motown,ps2,2009,Misc,Sony Computer Entertainment,0.44,,,,
singstar motown,ps3,2009,Misc,Sony Computer Entertainment,0.17,,,,
singstar party,ps2,2004,Misc,Sony Computer Entertainment,1.35,,,,
singstar pop,ps2,2007,Misc,Sony Computer Entertainment,1.44,73.0,13.0,7.5,8.0
singstar pop edition,ps3,2009,Misc,Sony Computer Entertainment,0.21,,,,
singstar pop hits,ps2,2007,Misc,Sony Computer Entertainment,0.65,,,,
singstar pop vol.2,ps2,2008,Misc,Sony Computer Entertainment,0.19,,,,
singstar queen,ps2,2009,Misc,Sony Computer Entertainment,0.63,73.0,9.0,tbd,
singstar queen,ps3,2009,Misc,Sony Computer Entertainment,0.44,,,,
singstar r&b,ps2,2007,Misc,Sony Computer Entertainment,0.65,,,,
singstar rocks!,ps2,2006,Misc,Sony Computer Entertainment,1.1,,,,
singstar singalong with disney,ps2,2008,Misc,Sony Computer Entertainment,0.61,,,,
singstar summer party,ps2,2008,Misc,Sony Computer Entertainment,0.54,,,,
singstar take that,ps2,2009,Misc,Sony Computer Entertainment,0.45,,,,
singstar take that,ps3,2009,Misc,Sony Computer Entertainment,0.31,,,,
singstar vol. 2,ps3,2008,Misc,Sony Computer Entertainment,0.81,76.0,36.0,tbd,
singstar vol. 3,ps3,2008,Misc,Sony Computer Entertainment,0.12,,,,
singstar: back to the 80s,ps3,2011,Misc,Sony Computer Entertainment,0.2,,,,
singstar: made in germany,ps3,2009,Misc,Sony Computer Entertainment,0.08,,,,
singstar: ultimate party,ps3,2014,Misc,Sony Computer Entertainment Europe,0.09,,,,
singstar: ultimate party,ps4,2014,Misc,Sony Computer Entertainment Europe,0.19,47.0,19.0,4.1,18.0
singularity,pc,2010,Shooter,Mastertronic,0.05,76.0,36.0,7.7,326.0
singularity,ps3,,Shooter,Unknown,0.24,77.0,48.0,7.7,100.0
singularity,x360,,Shooter,Unknown,0.32,76.0,70.0,7.7,169.0
sins of a solar empire,pc,2008,Strategy,Pinnacle,0.03,87.0,52.0,8.2,275.0
sins of a solar empire: trinity,pc,2010,Strategy,Kalypso Media,0.04,,,7.9,19.0
siren,ps2,2003,Adventure,Sony Computer Entertainment,0.18,72.0,48.0,7.8,41.0
siren: blood curse,ps3,2008,Action,Sony Computer Entertainment,0.27,78.0,42.0,8.1,87.0
sitting ducks,gba,2003,Platform,LSP Games,0.03,35.0,6.0,tbd,
sitting ducks,ps2,2003,Platform,LSP Games,0.05,,,,
six flags fun park,ds,2008,Misc,Brash Entertainment,0.18,34.0,4.0,7,4.0
six flags fun park,wii,2009,Misc,Ubisoft,0.4,43.0,7.0,7.1,7.0
skate,ps3,2007,Sports,Electronic Arts,0.37,85.0,31.0,8.2,57.0
skate,x360,2007,Sports,Electronic Arts,0.71,86.0,59.0,8.4,137.0
skate 2,ps3,2009,Sports,Electronic Arts,0.84,84.0,50.0,7.8,53.0
skate 2,x360,2009,Sports,Electronic Arts,1.09,84.0,70.0,8,72.0
skate 3,ps3,2010,Sports,Electronic Arts,1.98,80.0,46.0,7.6,82.0
skate 3,x360,2010,Sports,Electronic Arts,2.63,80.0,65.0,8,127.0
skate city heroes,wii,2008,Sports,Zoo Digital Publishing,0.12,59.0,6.0,tbd,
skate it,ds,2008,Sports,Electronic Arts,0.17,72.0,13.0,7.8,12.0
skate it,wii,2008,Sports,Electronic Arts,0.58,70.0,37.0,8.4,25.0
skeleton warriors,ps,1996,Platform,Virgin Interactive,0.08,,,,
ski and shoot,wii,2008,Sports,RTL,0.09,,,tbd,
ski region simulator,pc,2011,Simulation,Excalibur Publishing,0.06,,,tbd,
ski-doo snowmobile challenge,ps3,2009,Racing,PQube,0.1,,,tbd,
ski-doo snowmobile challenge,wii,2009,Racing,Valcon Games,0.08,,,tbd,
ski-doo snowmobile challenge,x360,2009,Racing,Valcon Games,0.04,,,tbd,
skies of arcadia,dc,2000,Role-Playing,Sega,0.09,93.0,21.0,9.4,98.0
skies of arcadia legends,gc,2002,Role-Playing,Atari,0.22,84.0,31.0,9.2,95.0
skullmonkeys,ps,1998,Platform,DreamWorks Interactive,0.13,,,,
sky dancers,gba,2005,Action,Crave Entertainment,0.03,,,,
sky gunner,ps2,2001,Action,Sony Computer Entertainment,0.07,,,,
sky odyssey,ps2,2000,Simulation,Sony Computer Entertainment,0.32,79.0,18.0,8.4,9.0
skydiving extreme,ps,2001,Sports,Banpresto,0.08,,,,
skylanders giants,3ds,2012,Action,Activision,0.14,59.0,9.0,5,13.0
skylanders giants,ps3,2012,Action,Activision,1.06,77.0,21.0,6.3,18.0
skylanders giants,wii,2012,Action,Activision,2.52,78.0,8.0,7,20.0
skylanders giants,wiiu,2012,Action,Activision,0.37,80.0,8.0,6.9,22.0
skylanders giants,x360,2012,Action,Activision,1.3,80.0,35.0,6.6,38.0
skylanders imaginators,ps3,2016,Platform,Activision,0.11,,,tbd,
skylanders imaginators,ps4,2016,Platform,Activision,0.14,80.0,47.0,5.5,17.0
skylanders imaginators,wiiu,2016,Platform,Activision,0.18,76.0,4.0,tbd,
skylanders imaginators,x360,2016,Platform,Activision,0.09,,,tbd,
skylanders imaginators,xone,2016,Platform,Activision,0.1,78.0,14.0,6,8.0
skylanders swap force,3ds,2013,Platform,Activision,0.24,68.0,12.0,6.4,13.0
skylanders swap force,ps3,2013,Platform,Activision,1.02,83.0,31.0,5.3,33.0
skylanders swap force,ps4,2013,Platform,Activision,0.39,79.0,7.0,5.2,45.0
skylanders swap force,wii,2013,Platform,Activision,2.15,,,6.6,5.0
skylanders swap force,wiiu,2013,Platform,Activision,0.58,89.0,7.0,6,96.0
skylanders swap force,x360,2013,Platform,Activision,1.32,83.0,37.0,5.7,45.0
skylanders swap force,xone,2013,Platform,Activision,0.32,,,5.5,43.0
skylanders: spyro's adventure,3ds,2011,Action,Activision,0.57,82.0,8.0,4.9,62.0
skylanders: spyro's adventure,pc,2011,Action,Activision,0.1,,,3.5,15.0
skylanders: spyro's adventure,ps3,2011,Action,Activision,0.94,77.0,18.0,4.8,42.0
skylanders: spyro's adventure,wii,2011,Action,Activision,2.78,81.0,11.0,5.6,31.0
skylanders: spyro's adventure,x360,2011,Action,Activision,0.97,78.0,35.0,5.2,53.0
skylanders: superchargers,3ds,2015,Action,Activision,0.12,,,tbd,
skylanders: superchargers,ps3,2015,Action,Activision,0.37,,,4.2,6.0
skylanders: superchargers,ps4,2015,Action,Activision,0.31,81.0,51.0,3.3,29.0
skylanders: superchargers,wii,2015,Action,Activision,0.15,,,,
skylanders: superchargers,wiiu,2015,Action,Activision,0.48,87.0,13.0,5.6,65.0
skylanders: superchargers,x360,2015,Action,Activision,0.42,,,5.4,5.0
skylanders: superchargers,xone,2015,Action,Activision,0.24,76.0,15.0,5.5,17.0
skylanders: trap team,3ds,2014,Action,Activision,0.28,,,3.4,5.0
skylanders: trap team,ps3,2014,Action,Activision,0.66,,,7,5.0
skylanders: trap team,ps4,2014,Action,Activision,0.44,78.0,46.0,5.6,32.0
skylanders: trap team,wii,2014,Action,Activision,0.95,,,tbd,
skylanders: trap team,wiiu,2014,Action,Activision,0.7,86.0,4.0,7.1,18.0
skylanders: trap team,x360,2014,Action,Activision,0.9,,,tbd,
skylanders: trap team,xone,2014,Action,Activision,0.37,,,,
slam 'n jam '96 featuring magic & kareem,ps,1995,Sports,Crystal Dynamics,0.08,,,,
slam dunk sd heat up!!,snes,1995,Sports,Namco Bandai Games,0.05,,,,
slam dunk: yonkyo taiketsu!!,snes,1994,Sports,Namco Bandai Games,0.27,,,,
slayers,snes,1994,Role-Playing,Banpresto,0.12,,,,
slayers royal,ps,1998,Role-Playing,Kadokawa Shoten,0.08,,,,
slayers royal 2,sat,1998,Role-Playing,Kadokawa Shoten,0.08,,,,
sled shred featuring the jamaican bobsled team,wii,2010,Sports,SouthPeak Games,0.05,,,tbd,
sled storm,ps,1998,Racing,Electronic Arts,1.62,,,,
sled storm,ps2,2002,Racing,Electronic Arts,0.45,73.0,22.0,7.7,6.0
sleeping dogs,pc,2012,Action,Square Enix ,0.12,81.0,23.0,8.2,1209.0
sleeping dogs,ps3,2012,Action,Square Enix,1.04,83.0,40.0,7.7,645.0
sleeping dogs,ps4,2014,Action,Square Enix,0.43,,,,
sleeping dogs,x360,2012,Action,Square Enix ,0.87,80.0,47.0,7.9,468.0
sleeping dogs,xone,2014,Action,Square Enix,0.2,,,,
sleepover party,wii,2009,Misc,Ubisoft,0.04,,,,
slide adventure: mag kid,ds,2007,Action,Nintendo,0.01,,,,
slime morimori dragon quest 3: taikaizoku to shippo dan,3ds,2011,Role-Playing,Square Enix,0.13,,,,
slime morimori dragon quest: shougeki no shippo dan,gba,2003,Adventure,Square Enix,0.37,,,,
sloane to machale no nazo no monogatari,ds,2009,Puzzle,Level 5,0.2,,,,
sloane to machale no nazo no monogatari 2,ds,2009,Puzzle,Level 5,0.09,,,,
slot machine,2600,,Action,Atari,0.31,,,,
slotter mania p: tetsuya shinjuku vs ueno,psp,2010,Misc,Dorart,0.01,,,,
sly 2: band of thieves,ps2,2004,Platform,Sony Computer Entertainment,1.81,88.0,64.0,9,178.0
sly 2: band of thieves,ps3,2010,Platform,Sony Computer Entertainment,0.07,,,7.4,23.0
sly 3: honor among thieves,ps2,2005,Platform,Sony Computer Entertainment,0.83,83.0,59.0,8.8,130.0
sly cooper and the thievius raccoonus,ps2,2002,Platform,Sony Computer Entertainment,1.21,86.0,41.0,8.6,184.0
sly cooper: thieves in time,ps3,2013,Platform,Sony Computer Entertainment Europe,0.54,75.0,69.0,8.3,343.0
sly cooper: thieves in time,psv,2013,Platform,Sony Computer Entertainment Europe,0.25,75.0,15.0,8.2,148.0
small soldiers,ps,1998,Platform,Electronic Arts,0.61,,,,
smart bomb,psp,2005,Puzzle,Eidos Interactive,0.08,45.0,19.0,5.4,5.0
smart boy's gameroom,ds,2007,Misc,505 Games,0.13,,,tbd,
smart boy's toys club,ds,2008,Misc,505 Games,0.06,,,tbd,
smart boy's winter wonderland,ds,2008,Misc,UFO Interactive,0.01,,,tbd,
smart girl's party game,ds,2008,Misc,505 Games,0.34,,,tbd,
smart girl's playhouse,ds,2007,Misc,505 Games,0.25,,,tbd,
smart girl's winter wonderland,ds,2008,Misc,UFO Interactive,0.03,,,tbd,
smart kid's mega game mix,ds,2009,Misc,UFO Interactive,0.01,,,tbd,
smart kid's party fun pak,ds,2008,Misc,UFO Interactive,0.05,,,tbd,
smarty pants,wii,2007,Misc,Electronic Arts,1.43,65.0,26.0,7.6,10.0
smash cars,ps2,2003,Racing,Metro 3D,0.11,67.0,15.0,9,5.0
smash court tennis 3,psp,2007,Sports,Namco Bandai Games,0.04,68.0,30.0,6.3,4.0
smash court tennis 3,x360,2007,Sports,Atari,0.11,55.0,32.0,tbd,
smash court tennis pro tournament,ps2,2002,Sports,Sony Computer Entertainment,0.17,73.0,15.0,7.4,10.0
smash court tennis pro tournament 2,ps2,2004,Sports,Sony Computer Entertainment,0.13,74.0,41.0,9.1,12.0
smashing drive,gba,2004,Racing,Zoo Digital Publishing,0.03,,,tbd,
smashing drive,gc,,Racing,Unknown,0.07,47.0,18.0,5.2,6.0
smashing drive,xb,2002,Racing,Namco Bandai Games,0.04,42.0,9.0,tbd,
smile precure! let's go! marchen world,3ds,2012,Action,Namco Bandai Games,0.06,,,,
smiley world: island challenge,ds,2009,Puzzle,Zoo Digital Publishing,0.01,,,tbd,
smuggler's run,gba,2002,Racing,Rebellion,0.01,41.0,5.0,4.3,12.0
smuggler's run,ps2,2000,Racing,Take-Two Interactive,1.56,79.0,21.0,6.8,18.0
smuggler's run: warzones,gc,2002,Misc,Take-Two Interactive,0.08,79.0,23.0,6.9,11.0
smurf: rescue in gargamel's castle,2600,1981,Action,Coleco,0.59,,,,
